date,state,district,new_enrolments,update_requests,address_updates,mobile_updates,biometric_updates,active_centres,operators,service_hours,failures
2024-02-06,West Bengal,Kolkata,214,177,45,57,75,6,18,6,4
2024-02-07,West Bengal,Kolkata,213,163,50,57,56,11,22,9,0
2024-02-08,West Bengal,Kolkata,227,177,52,77,48,8,24,8,0
2024-02-09,West Bengal,Kolkata,214,173,56,53,64,5,15,8,5
2024-02-10,West Bengal,Kolkata,233,203,76,71,56,11,22,7,3
2024-02-11,West Bengal,Kolkata,209,187,62,90,35,13,26,8,0
2024-02-12,West Bengal,Kolkata,228,185,56,67,62,12,24,8,0
2024-02-13,West Bengal,Kolkata,219,198,54,72,72,14,42,7,0
2024-02-14,West Bengal,Kolkata,211,166,62,69,35,6,12,9,5
2024-02-15,West Bengal,Kolkata,222,173,62,84,27,14,28,8,0
2024-02-16,West Bengal,Kolkata,220,187,51,89,47,6,12,6,4
2024-02-17,West Bengal,Kolkata,226,205,57,77,71,6,12,8,14
2024-02-18,West Bengal,Kolkata,222,195,76,82,37,9,36,6,0
2024-02-19,West Bengal,Kolkata,212,166,55,71,40,14,42,6,0
2024-02-20,West Bengal,Kolkata,218,204,78,66,60,14,28,8,0
2024-02-21,West Bengal,Kolkata,221,168,56,60,52,7,14,6,6
2024-02-22,West Bengal,Kolkata,223,199,52,74,73,8,32,6,0
2024-02-23,West Bengal,Kolkata,214,206,74,95,37,8,16,9,9
2024-02-24,West Bengal,Kolkata,219,186,55,89,42,11,22,6,1
2024-02-25,West Bengal,Kolkata,240,210,78,95,37,13,52,7,0
2024-02-26,West Bengal,Kolkata,226,185,52,84,49,14,56,9,0
2024-02-27,West Bengal,Kolkata,233,178,53,73,52,5,20,6,2
2024-02-28,West Bengal,Kolkata,239,185,72,78,35,13,39,9,0
2024-02-29,West Bengal,Kolkata,232,214,67,84,63,14,56,9,0
2024-03-01,West Bengal,Kolkata,222,187,72,67,48,11,22,6,0
2024-03-02,West Bengal,Kolkata,220,196,72,64,60,9,18,7,5
2024-03-03,West Bengal,Kolkata,217,199,73,74,52,5,10,7,13
2024-03-04,West Bengal,Kolkata,233,199,53,66,80,9,18,9,6
2024-03-05,West Bengal,Kolkata,222,197,61,91,45,14,42,6,0
2024-03-06,West Bengal,Kolkata,227,184,70,60,54,11,33,9,0
2024-03-07,West Bengal,Kolkata,244,211,79,65,67,9,36,7,0
2024-03-08,West Bengal,Kolkata,227,204,68,85,51,14,42,8,0
2024-03-09,West Bengal,Kolkata,231,173,65,77,31,6,18,8,3
2024-03-10,West Bengal,Kolkata,230,207,59,73,75,9,27,7,0
2024-03-11,West Bengal,Kolkata,244,206,51,70,85,10,20,6,4
2024-03-12,West Bengal,Kolkata,226,216,71,106,39,9,18,6,4
2024-03-13,West Bengal,Kolkata,245,208,61,98,49,11,44,9,0
2024-03-14,West Bengal,Kolkata,230,207,79,65,63,10,40,7,0
2024-03-15,West Bengal,Kolkata,244,181,63,61,57,12,36,8,0
2024-03-16,West Bengal,Kolkata,243,204,77,97,30,13,39,6,0
2024-03-17,West Bengal,Kolkata,228,210,62,64,84,12,48,9,0
2024-03-18,West Bengal,Kolkata,222,208,78,75,55,9,18,6,8
2024-03-19,West Bengal,Kolkata,228,179,62,78,39,13,52,8,0
2024-03-20,West Bengal,Kolkata,240,213,66,80,67,12,36,8,0
2024-03-21,West Bengal,Kolkata,227,175,67,59,49,7,28,7,0
2024-03-22,West Bengal,Kolkata,244,174,57,66,51,11,33,6,0
2024-03-23,West Bengal,Kolkata,222,207,65,88,54,5,20,7,3
2024-03-24,West Bengal,Kolkata,226,216,56,98,62,12,48,6,0
2024-03-25,West Bengal,Kolkata,246,202,63,95,44,10,30,7,0
2024-03-26,West Bengal,Kolkata,228,218,86,84,48,14,28,9,0
2024-03-27,West Bengal,Kolkata,237,193,49,67,77,9,36,7,0
2024-03-28,West Bengal,Kolkata,239,192,63,59,70,13,52,6,0
2024-03-29,West Bengal,Kolkata,231,179,63,57,59,11,33,7,0
2024-03-30,West Bengal,Kolkata,233,175,68,61,46,7,28,9,0
2024-03-31,West Bengal,Kolkata,241,190,72,81,37,14,56,9,0
2024-04-01,West Bengal,Kolkata,226,196,60,89,47,13,26,6,0
2024-04-02,West Bengal,Kolkata,239,222,83,97,42,5,10,9,10
2024-04-03,West Bengal,Kolkata,247,224,68,96,60,9,27,9,0
2024-04-04,West Bengal,Kolkata,223,191,48,88,55,8,24,6,0
2024-04-05,West Bengal,Kolkata,240,189,69,67,53,6,24,8,0
2024-04-06,West Bengal,Kolkata,226,217,86,79,52,11,33,6,0
2024-04-07,West Bengal,Kolkata,245,185,64,79,42,12,48,6,0
2024-04-08,West Bengal,Kolkata,232,189,70,70,49,13,52,8,0
2024-04-09,West Bengal,Kolkata,230,195,69,75,51,12,24,9,0
2024-04-10,West Bengal,Kolkata,245,174,53,60,61,7,28,6,0
2024-04-11,West Bengal,Kolkata,247,218,57,80,81,5,10,9,10
2024-04-12,West Bengal,Kolkata,225,189,62,61,66,15,30,8,0
2024-04-13,West Bengal,Kolkata,234,205,58,67,80,6,12,7,12
2024-04-14,West Bengal,Kolkata,237,180,48,65,67,5,10,8,11
2024-04-15,West Bengal,Kolkata,237,220,77,92,51,13,52,9,0
2024-04-16,West Bengal,Kolkata,245,222,67,97,58,9,18,7,4
2024-04-17,West Bengal,Kolkata,231,211,59,90,62,7,21,6,6
2024-04-18,West Bengal,Kolkata,233,194,54,77,63,11,22,7,1
2024-04-19,West Bengal,Kolkata,237,201,79,70,52,13,52,8,0
2024-04-20,West Bengal,Kolkata,245,177,67,55,55,5,15,8,6
2024-04-21,West Bengal,Kolkata,239,211,54,79,78,15,45,6,0
2024-04-22,West Bengal,Kolkata,225,207,72,77,58,12,24,7,1
2024-04-23,West Bengal,Kolkata,221,174,59,60,55,14,42,6,0
2024-04-24,West Bengal,Kolkata,221,199,57,95,47,12,24,9,0
2024-04-25,West Bengal,Kolkata,237,192,50,83,59,13,39,9,0
2024-04-26,West Bengal,Kolkata,228,206,74,73,59,8,32,7,0
2024-04-27,West Bengal,Kolkata,232,190,75,72,43,13,39,7,0
2024-04-28,West Bengal,Kolkata,237,195,59,59,77,11,22,9,1
2024-04-29,West Bengal,Kolkata,243,181,65,88,28,13,39,6,0
2024-04-30,West Bengal,Kolkata,237,173,53,52,68,7,14,8,7
2024-05-01,West Bengal,Kolkata,224,219,77,90,52,15,30,9,0
2024-05-02,West Bengal,Kolkata,231,195,76,84,35,12,48,6,0
2024-05-03,West Bengal,Kolkata,217,201,71,92,38,6,24,8,1
2024-05-04,West Bengal,Kolkata,225,187,48,89,50,7,28,6,0
2024-05-05,West Bengal,Kolkata,229,208,69,89,50,9,36,7,0
2024-05-06,West Bengal,Kolkata,220,187,69,69,49,14,42,6,0
2024-05-07,West Bengal,Kolkata,234,169,62,64,43,7,14,7,8
2024-05-08,West Bengal,Kolkata,229,195,57,60,78,13,52,8,0
2024-05-09,West Bengal,Kolkata,227,178,65,61,52,11,44,9,0
2024-05-10,West Bengal,Kolkata,215,193,74,80,39,12,24,9,0
2024-05-11,West Bengal,Kolkata,231,210,74,92,44,11,44,8,0
2024-05-12,West Bengal,Kolkata,231,181,65,81,35,5,10,8,8
2024-05-13,West Bengal,Kolkata,222,203,75,61,67,15,60,6,0
2024-05-14,West Bengal,Kolkata,222,182,46,58,78,8,32,7,0
2024-05-15,West Bengal,Kolkata,237,166,50,75,41,12,36,7,0
2024-05-16,West Bengal,Kolkata,216,181,55,69,57,8,24,9,0
2024-05-17,West Bengal,Kolkata,230,178,56,82,40,11,33,8,0
2024-05-18,West Bengal,Kolkata,214,177,55,64,58,11,33,6,0
2024-05-19,West Bengal,Kolkata,234,198,50,91,57,13,52,9,0
2024-05-20,West Bengal,Kolkata,232,212,74,74,64,8,32,8,0
2024-05-21,West Bengal,Kolkata,225,213,84,85,44,6,12,7,7
2024-05-22,West Bengal,Kolkata,228,169,55,76,38,6,18,8,1
2024-05-23,West Bengal,Kolkata,215,211,56,97,58,9,18,9,7
2024-05-24,West Bengal,Kolkata,228,163,61,75,27,14,28,7,0
2024-05-25,West Bengal,Kolkata,210,176,69,57,50,9,36,6,0
2024-05-26,West Bengal,Kolkata,225,172,43,81,48,7,28,6,0
2024-05-27,West Bengal,Kolkata,214,193,52,86,55,6,12,7,7
2024-05-28,West Bengal,Kolkata,207,165,60,73,32,11,44,8,0
2024-05-29,West Bengal,Kolkata,225,204,75,73,56,6,12,8,5
2024-05-30,West Bengal,Kolkata,228,164,53,65,46,11,33,6,0
2024-05-31,West Bengal,Kolkata,228,166,52,73,41,8,24,7,0
2024-06-01,West Bengal,Kolkata,209,191,57,75,59,9,36,6,0
2024-06-02,West Bengal,Kolkata,220,200,65,71,64,12,36,6,0
2024-06-03,West Bengal,Kolkata,222,161,50,61,50,8,16,9,2
2024-06-04,West Bengal,Kolkata,207,204,52,63,89,12,36,6,0
2024-06-05,West Bengal,Kolkata,209,200,56,87,57,6,24,7,0
2024-06-06,West Bengal,Kolkata,203,184,63,58,63,13,39,6,0
2024-06-07,West Bengal,Kolkata,212,157,56,53,48,9,36,7,0
2024-06-08,West Bengal,Kolkata,207,194,64,64,66,15,60,8,0
2024-06-09,West Bengal,Kolkata,198,158,40,57,61,10,30,6,0
2024-06-10,West Bengal,Kolkata,199,196,68,67,61,5,20,7,1
2024-06-11,West Bengal,Kolkata,211,165,57,81,27,14,28,6,0
2024-06-12,West Bengal,Kolkata,215,193,61,85,47,11,22,9,1
2024-06-13,West Bengal,Kolkata,202,187,52,63,72,10,30,7,0
2024-06-14,West Bengal,Kolkata,210,155,49,57,49,5,15,9,5
2024-06-15,West Bengal,Kolkata,209,192,65,60,67,10,20,9,4
2024-06-16,West Bengal,Kolkata,198,187,58,65,64,11,44,7,0
2024-06-17,West Bengal,Kolkata,193,165,57,63,45,14,42,8,0
2024-06-18,West Bengal,Kolkata,198,198,71,77,50,10,20,9,3
2024-06-19,West Bengal,Kolkata,212,169,45,71,53,8,24,6,0
2024-06-20,West Bengal,Kolkata,197,171,43,70,58,6,12,9,6
2024-06-21,West Bengal,Kolkata,207,183,69,65,49,14,42,8,0
2024-06-22,West Bengal,Kolkata,205,153,38,57,58,9,36,8,0
2024-06-23,West Bengal,Kolkata,200,155,55,57,43,13,39,8,0
2024-06-24,West Bengal,Kolkata,189,169,50,51,68,14,28,7,0
2024-06-25,West Bengal,Kolkata,204,148,52,48,48,11,33,8,0
2024-06-26,West Bengal,Kolkata,208,165,64,78,23,11,44,7,0
2024-06-27,West Bengal,Kolkata,212,183,62,87,34,9,36,8,0
2024-06-28,West Bengal,Kolkata,191,172,51,72,49,5,15,7,6
2024-06-29,West Bengal,Kolkata,201,161,54,59,48,11,44,7,0
2024-06-30,West Bengal,Kolkata,186,183,46,57,80,6,18,6,4
2024-07-01,West Bengal,Kolkata,200,181,64,81,36,15,30,8,0
2024-07-02,West Bengal,Kolkata,197,180,55,86,39,11,44,7,0
2024-07-03,West Bengal,Kolkata,191,142,39,55,48,13,52,6,0
2024-07-04,West Bengal,Kolkata,204,175,63,67,45,7,28,6,0
2024-07-05,West Bengal,Kolkata,189,178,59,69,50,5,15,7,3
2024-07-06,West Bengal,Kolkata,198,149,51,59,39,9,36,9,0
2024-07-07,West Bengal,Kolkata,204,152,59,70,23,9,27,7,0
2024-07-08,West Bengal,Kolkata,185,158,41,53,64,12,48,7,0
2024-07-09,West Bengal,Kolkata,184,172,54,59,59,7,21,9,0
2024-07-10,West Bengal,Kolkata,190,154,44,55,55,6,18,9,0
2024-07-11,West Bengal,Kolkata,186,168,48,65,55,10,30,8,0
2024-07-12,West Bengal,Kolkata,188,151,38,68,45,9,18,6,0
2024-07-13,West Bengal,Kolkata,187,162,50,63,49,13,26,6,0
2024-07-14,West Bengal,Kolkata,196,163,49,66,48,14,56,7,0
2024-07-15,West Bengal,Kolkata,197,137,38,44,55,10,40,8,0
2024-07-16,West Bengal,Kolkata,176,133,52,43,38,13,52,7,0
2024-07-17,West Bengal,Kolkata,174,144,39,59,46,8,16,8,1
2024-07-18,West Bengal,Kolkata,180,158,51,64,43,6,12,8,6
2024-07-19,West Bengal,Kolkata,176,170,48,78,44,5,15,7,6
2024-07-20,West Bengal,Kolkata,196,170,67,63,40,6,24,7,0
2024-07-21,West Bengal,Kolkata,186,169,66,55,48,6,24,7,0
2024-07-22,West Bengal,Kolkata,194,174,67,77,30,14,56,7,0
2024-07-23,West Bengal,Kolkata,182,148,43,71,34,5,15,9,3
2024-07-24,West Bengal,Kolkata,170,159,50,48,61,15,30,6,0
2024-07-25,West Bengal,Kolkata,181,155,53,52,50,6,12,7,3
2024-07-26,West Bengal,Kolkata,175,131,48,41,42,6,18,9,0
2024-07-27,West Bengal,Kolkata,174,156,61,54,41,13,52,7,0
2024-07-28,West Bengal,Kolkata,172,164,63,71,30,6,24,6,0
2024-07-29,West Bengal,Kolkata,167,145,45,65,35,15,30,6,0
2024-07-30,West Bengal,Kolkata,190,154,40,55,59,8,24,6,0
2024-07-31,West Bengal,Kolkata,173,144,55,59,30,15,60,7,0
2024-08-01,West Bengal,Kolkata,170,170,54,56,60,15,60,7,0
2024-08-02,West Bengal,Kolkata,171,129,38,62,29,10,30,7,0
2024-08-03,West Bengal,Kolkata,167,128,44,50,34,9,18,8,0
2024-08-04,West Bengal,Kolkata,185,136,41,53,42,8,32,6,0
2024-08-05,West Bengal,Kolkata,180,126,48,46,32,11,22,8,0
2024-08-06,West Bengal,Kolkata,177,142,44,49,49,11,22,6,0
2024-08-07,West Bengal,Kolkata,186,134,43,55,36,14,42,9,0
2024-08-08,West Bengal,Kolkata,162,169,49,63,57,12,24,7,0
2024-08-09,West Bengal,Kolkata,176,129,47,62,20,13,52,6,0
2024-08-10,West Bengal,Kolkata,164,146,52,67,27,9,18,6,0
2024-08-11,West Bengal,Kolkata,168,170,49,51,70,9,36,7,0
2024-08-12,West Bengal,Kolkata,172,156,43,49,64,15,30,8,0
2024-08-13,West Bengal,Kolkata,166,131,42,57,32,6,24,9,0
2024-08-14,West Bengal,Kolkata,181,149,56,55,38,5,15,6,1
2024-08-15,West Bengal,Kolkata,168,141,47,49,45,15,45,8,0
2024-08-16,West Bengal,Kolkata,156,141,49,47,45,9,36,7,0
2024-08-17,West Bengal,Kolkata,170,153,50,75,28,14,28,6,0
2024-08-18,West Bengal,Kolkata,165,148,46,72,30,10,40,8,0
2024-08-19,West Bengal,Kolkata,172,133,50,56,27,15,45,8,0
2024-08-20,West Bengal,Kolkata,158,143,49,62,32,9,27,9,0
2024-08-21,West Bengal,Kolkata,157,147,41,73,33,5,10,7,7
2024-08-22,West Bengal,Kolkata,171,121,41,54,26,6,18,7,0
2024-08-23,West Bengal,Kolkata,172,131,35,50,46,15,30,6,0
2024-08-24,West Bengal,Kolkata,176,158,53,71,34,11,33,6,0
2024-08-25,West Bengal,Kolkata,156,140,51,42,47,11,22,9,0
2024-08-26,West Bengal,Kolkata,155,115,33,53,29,9,18,9,0
2024-08-27,West Bengal,Kolkata,159,129,39,52,38,12,36,7,0
2024-08-28,West Bengal,Kolkata,165,158,49,73,36,11,22,7,0
2024-08-29,West Bengal,Kolkata,168,136,50,50,36,12,48,9,0
2024-08-30,West Bengal,Kolkata,167,132,40,64,28,10,40,7,0
2024-08-31,West Bengal,Kolkata,153,132,42,61,29,8,24,8,0
2024-09-01,West Bengal,Kolkata,167,135,49,54,32,14,56,8,0
2024-09-02,West Bengal,Kolkata,172,138,51,56,31,11,44,9,0
2024-09-03,West Bengal,Kolkata,150,137,43,62,32,10,30,9,0
2024-09-04,West Bengal,Kolkata,174,114,30,42,42,6,18,8,0
2024-09-05,West Bengal,Kolkata,173,151,53,71,27,7,21,6,0
2024-09-06,West Bengal,Kolkata,150,153,60,59,34,15,60,9,0
2024-09-07,West Bengal,Kolkata,150,122,31,46,45,8,16,8,0
2024-09-08,West Bengal,Kolkata,151,162,51,65,46,14,42,8,0
2024-09-09,West Bengal,Kolkata,162,149,53,47,49,7,14,9,2
2024-09-10,West Bengal,Kolkata,155,119,46,59,14,14,56,7,0
2024-09-11,West Bengal,Kolkata,161,152,38,70,44,9,27,8,0
2024-09-12,West Bengal,Kolkata,154,136,39,45,52,5,10,6,4
2024-09-13,West Bengal,Kolkata,166,137,41,54,42,14,28,8,0
2024-09-14,West Bengal,Kolkata,152,137,34,46,57,8,24,9,0
2024-09-15,West Bengal,Kolkata,159,126,47,54,25,6,12,7,2
2024-09-16,West Bengal,Kolkata,157,143,49,53,41,11,22,9,0
2024-09-17,West Bengal,Kolkata,152,155,56,70,29,10,30,8,0
2024-09-18,West Bengal,Kolkata,168,149,52,69,28,10,30,7,0
2024-09-19,West Bengal,Kolkata,170,128,35,40,53,14,56,6,0
2024-09-20,West Bengal,Kolkata,170,121,46,52,23,15,30,9,0
2024-09-21,West Bengal,Kolkata,161,122,47,53,22,13,39,7,0
2024-09-22,West Bengal,Kolkata,156,140,55,62,23,15,45,7,0
2024-09-23,West Bengal,Kolkata,166,149,40,50,59,6,24,9,0
2024-09-24,West Bengal,Kolkata,158,131,50,60,21,15,45,6,0
2024-09-25,West Bengal,Kolkata,150,111,29,54,28,9,18,7,0
2024-09-26,West Bengal,Kolkata,162,138,38,57,43,10,40,8,0
2024-09-27,West Bengal,Kolkata,160,121,47,45,29,6,12,9,2
2024-09-28,West Bengal,Kolkata,153,119,40,46,33,9,27,7,0
2024-09-29,West Bengal,Kolkata,151,150,44,56,50,15,45,7,0
2024-09-30,West Bengal,Kolkata,147,129,43,59,27,11,44,7,0
2024-10-01,West Bengal,Kolkata,162,154,55,67,32,14,28,8,0
2024-10-02,West Bengal,Kolkata,151,137,52,66,19,6,24,8,0
2024-10-03,West Bengal,Kolkata,169,142,40,51,51,7,21,7,0
2024-10-04,West Bengal,Kolkata,169,159,58,51,50,9,27,7,0
2024-10-05,West Bengal,Kolkata,151,146,39,71,36,6,24,7,0
2024-10-06,West Bengal,Kolkata,162,113,33,52,28,9,36,9,0
2024-10-07,West Bengal,Kolkata,154,158,59,68,31,11,22,7,0
2024-10-08,West Bengal,Kolkata,148,121,38,36,47,15,30,9,0
2024-10-09,West Bengal,Kolkata,145,135,40,55,40,11,33,6,0
2024-10-10,West Bengal,Kolkata,154,142,44,46,52,10,40,7,0
2024-10-11,West Bengal,Kolkata,149,110,38,40,32,12,48,8,0
2024-10-12,West Bengal,Kolkata,156,130,41,52,37,15,60,7,0
2024-10-13,West Bengal,Kolkata,170,120,41,57,22,14,56,7,0
2024-10-14,West Bengal,Kolkata,146,133,48,55,30,5,20,6,0
2024-10-15,West Bengal,Kolkata,168,129,36,49,44,10,30,9,0
2024-10-16,West Bengal,Kolkata,166,138,35,51,52,5,10,8,4
2024-10-17,West Bengal,Kolkata,146,127,45,57,25,6,18,9,0
2024-10-18,West Bengal,Kolkata,158,158,45,72,41,11,44,7,0
2024-10-19,West Bengal,Kolkata,148,136,49,54,33,10,20,9,0
2024-10-20,West Bengal,Kolkata,165,114,32,49,33,10,20,8,0
2024-10-21,West Bengal,Kolkata,161,111,31,50,30,10,40,9,0
2024-10-22,West Bengal,Kolkata,148,115,34,55,26,13,52,7,0
2024-10-23,West Bengal,Kolkata,162,123,41,60,22,13,52,8,0
2024-10-24,West Bengal,Kolkata,151,117,46,41,30,10,20,6,0
2024-10-25,West Bengal,Kolkata,157,153,40,74,39,9,36,9,0
2024-10-26,West Bengal,Kolkata,148,156,46,66,44,15,30,6,0
2024-10-27,West Bengal,Kolkata,161,136,47,48,41,5,15,9,2
2024-10-28,West Bengal,Kolkata,157,118,44,36,38,13,26,6,0
2024-10-29,West Bengal,Kolkata,149,130,40,41,49,8,32,7,0
2024-10-30,West Bengal,Kolkata,168,137,35,57,45,13,39,7,0
2024-10-31,West Bengal,Kolkata,153,142,40,53,49,9,27,8,0
2024-11-01,West Bengal,Kolkata,169,135,41,66,28,5,20,6,0
2024-11-02,West Bengal,Kolkata,165,116,39,48,29,12,48,9,0
2024-11-03,West Bengal,Kolkata,162,125,41,57,27,9,18,8,0
2024-11-04,West Bengal,Kolkata,176,142,40,47,55,7,28,8,0
2024-11-05,West Bengal,Kolkata,177,156,62,66,28,7,28,6,0
2024-11-06,West Bengal,Kolkata,153,165,62,73,30,13,26,7,0
2024-11-07,West Bengal,Kolkata,161,132,50,62,20,9,27,7,0
2024-11-08,West Bengal,Kolkata,156,119,32,47,40,8,16,6,0
2024-11-09,West Bengal,Kolkata,167,157,45,50,62,8,32,8,0
2024-11-10,West Bengal,Kolkata,156,137,40,60,37,15,60,9,0
2024-11-11,West Bengal,Kolkata,177,134,46,44,44,12,24,8,0
2024-11-12,West Bengal,Kolkata,174,149,39,56,54,14,42,8,0
2024-11-13,West Bengal,Kolkata,162,133,44,41,48,15,45,7,0
2024-11-14,West Bengal,Kolkata,157,152,53,52,47,10,40,8,0
2024-11-15,West Bengal,Kolkata,161,163,52,71,40,9,18,7,1
2024-11-16,West Bengal,Kolkata,159,130,32,47,51,7,14,7,1
2024-11-17,West Bengal,Kolkata,169,139,53,61,25,10,20,9,0
2024-11-18,West Bengal,Kolkata,161,169,59,67,43,14,28,9,0
2024-11-19,West Bengal,Kolkata,171,138,43,56,39,7,21,8,0
2024-11-20,West Bengal,Kolkata,158,150,55,59,36,6,18,7,0
2024-11-21,West Bengal,Kolkata,164,150,50,72,28,14,56,6,0
2024-11-22,West Bengal,Kolkata,177,156,42,51,63,8,24,7,0
2024-11-23,West Bengal,Kolkata,185,126,32,58,36,14,28,7,0
2024-11-24,West Bengal,Kolkata,167,141,47,60,34,13,52,6,0
2024-11-25,West Bengal,Kolkata,175,150,40,61,49,12,36,9,0
2024-11-26,West Bengal,Kolkata,164,135,48,66,21,7,14,6,2
2024-11-27,West Bengal,Kolkata,180,159,42,59,58,12,48,9,0
2024-11-28,West Bengal,Kolkata,167,163,56,55,52,11,44,6,0
2024-11-29,West Bengal,Kolkata,165,155,39,56,60,7,14,9,4
2024-11-30,West Bengal,Kolkata,170,171,61,53,57,11,33,9,0
2024-12-01,West Bengal,Kolkata,164,142,42,51,49,14,56,6,0
2024-12-02,West Bengal,Kolkata,181,162,55,75,32,9,18,8,1
2024-12-03,West Bengal,Kolkata,168,137,36,63,38,9,18,6,0
2024-12-04,West Bengal,Kolkata,169,152,43,63,46,6,24,7,0
2024-12-05,West Bengal,Kolkata,191,142,55,62,25,6,12,6,5
2024-12-06,West Bengal,Kolkata,190,158,50,65,43,12,48,9,0
2024-12-07,West Bengal,Kolkata,184,159,61,70,28,9,36,9,0
2024-12-08,West Bengal,Kolkata,184,154,53,63,38,12,24,7,0
2024-12-09,West Bengal,Kolkata,191,171,60,70,41,5,15,6,5
2024-12-10,West Bengal,Kolkata,187,139,39,46,54,13,26,7,0
2024-12-11,West Bengal,Kolkata,195,153,43,47,63,12,36,6,0
2024-12-12,West Bengal,Kolkata,196,177,46,68,63,5,15,8,5
2024-12-13,West Bengal,Kolkata,175,160,44,64,52,7,21,7,0
2024-12-14,West Bengal,Kolkata,182,164,60,58,46,12,48,8,0
2024-12-15,West Bengal,Kolkata,179,143,43,63,37,5,20,9,0
2024-12-16,West Bengal,Kolkata,187,163,51,49,63,6,18,6,1
2024-12-17,West Bengal,Kolkata,174,136,39,52,45,8,16,8,0
2024-12-18,West Bengal,Kolkata,190,180,53,70,57,7,21,8,1
2024-12-19,West Bengal,Kolkata,191,179,65,65,49,13,52,8,0
2024-12-20,West Bengal,Kolkata,190,181,60,86,35,6,12,7,9
2024-12-21,West Bengal,Kolkata,189,161,58,65,38,10,20,6,0
2024-12-22,West Bengal,Kolkata,187,175,65,70,40,14,56,6,0
2024-12-23,West Bengal,Kolkata,179,160,54,64,42,15,45,9,0
2024-12-24,West Bengal,Kolkata,204,179,45,61,73,5,20,8,1
2024-12-25,West Bengal,Kolkata,202,176,54,82,40,11,44,9,0
2024-12-26,West Bengal,Kolkata,186,160,49,49,62,15,45,9,0
2024-12-27,West Bengal,Kolkata,199,139,48,50,41,11,44,7,0
2024-12-28,West Bengal,Kolkata,183,178,64,65,49,13,26,8,0
2024-12-29,West Bengal,Kolkata,186,176,63,55,58,13,26,7,0
2024-12-30,West Bengal,Kolkata,185,168,44,63,61,11,22,9,0
2024-12-31,West Bengal,Kolkata,187,182,46,86,50,14,42,7,0
2025-01-01,West Bengal,Kolkata,188,142,52,43,47,8,16,8,1
2025-01-02,West Bengal,Kolkata,205,182,50,64,68,6,12,6,12
2025-01-03,West Bengal,Kolkata,211,158,62,78,18,12,36,9,0
2025-01-04,West Bengal,Kolkata,211,144,45,71,28,10,30,7,0
2025-01-05,West Bengal,Kolkata,193,172,46,59,67,9,27,8,0
2025-01-06,West Bengal,Kolkata,193,150,43,73,34,8,32,7,0
2025-01-07,West Bengal,Kolkata,189,187,70,77,40,13,39,8,0
2025-01-08,West Bengal,Kolkata,212,195,54,91,50,13,39,7,0
2025-01-09,West Bengal,Kolkata,193,147,47,65,35,13,39,6,0
2025-01-10,West Bengal,Kolkata,199,184,54,89,41,11,33,7,0
2025-01-11,West Bengal,Kolkata,198,177,65,67,45,8,32,6,0
2025-01-12,West Bengal,Kolkata,216,154,48,67,39,7,14,9,6
2025-01-13,West Bengal,Kolkata,216,198,71,65,62,15,30,7,0
2025-01-14,West Bengal,Kolkata,218,191,72,86,33,9,27,7,0
2025-01-15,West Bengal,Kolkata,194,173,45,84,44,6,12,7,4
2025-01-16,West Bengal,Kolkata,196,170,62,74,34,15,30,8,0
2025-01-17,West Bengal,Kolkata,195,157,49,71,37,12,36,8,0
2025-01-18,West Bengal,Kolkata,208,201,69,97,35,6,24,9,1
2025-01-19,West Bengal,Kolkata,196,185,47,61,77,8,24,6,0
2025-01-20,West Bengal,Kolkata,211,157,49,75,33,11,33,7,0
2025-01-21,West Bengal,Kolkata,202,200,74,88,38,9,27,6,0
2025-01-22,West Bengal,Kolkata,213,153,53,61,39,8,16,8,1
2025-01-23,West Bengal,Kolkata,198,189,64,74,51,5,10,7,5
2025-01-24,West Bengal,Kolkata,221,190,56,77,57,11,33,9,0
2025-01-25,West Bengal,Kolkata,221,165,50,51,64,13,26,9,0
2025-01-26,West Bengal,Kolkata,219,199,68,67,64,9,36,8,0
2025-01-27,West Bengal,Kolkata,205,162,57,68,37,6,12,9,8
2025-01-28,West Bengal,Kolkata,209,177,53,53,71,6,24,9,0
2025-01-29,West Bengal,Kolkata,207,200,59,98,43,6,12,9,7
2025-01-30,West Bengal,Kolkata,222,185,63,77,45,13,52,6,0
2025-01-31,West Bengal,Kolkata,223,200,56,72,72,13,39,8,0
2025-02-01,West Bengal,Kolkata,227,174,68,63,43,15,30,7,0
2025-02-02,West Bengal,Kolkata,218,205,62,70,73,5,20,8,3
2025-02-03,West Bengal,Kolkata,226,167,53,81,33,7,14,7,4
2025-02-04,West Bengal,Kolkata,213,191,69,71,51,7,14,6,9
2025-02-05,West Bengal,Kolkata,217,178,59,55,64,15,30,9,0
2025-02-06,West Bengal,Kolkata,224,192,65,93,34,15,60,6,0
2025-02-07,West Bengal,Kolkata,215,163,43,70,50,9,36,9,0
2025-02-08,West Bengal,Kolkata,228,206,62,84,60,10,20,6,4
2025-02-09,West Bengal,Kolkata,226,168,59,62,47,7,14,6,7
2025-02-10,West Bengal,Kolkata,230,197,62,98,37,12,36,8,0
2025-02-11,West Bengal,Kolkata,215,194,51,85,58,9,18,7,6
2025-02-12,West Bengal,Kolkata,219,183,55,80,48,6,18,7,2
2025-02-13,West Bengal,Kolkata,220,204,63,86,55,11,33,6,0
2025-02-14,West Bengal,Kolkata,220,201,79,94,28,9,27,9,0
2025-02-15,West Bengal,Kolkata,213,179,58,86,35,6,18,7,3
